Year,School Name,DBN,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple/Other (M/O) Count,M/O Average Years in Title,M/O Average Years at School
2020,The High School of Fashion Industries,71M600,9,101,18,22,10,7.1,79,10.1,6.9,*,*,*,11,12.2,7.5,8,10.5,5.6,*,*,*,17,11.9,9.6,60,9.4,6.5,5,5.7,5
2021,The High School of Fashion Industries,71M600,11,96,17,21,11.1,8.7,75,11,7.6,*,,,10,13.1,9.2,7,11,5.4,*,,,15,13,10.5,59,10.5,7.4,5,6.7,6
2022,The High School of Fashion Industries,71M600,11,114,25,29,8,6.4,85,9.8,7,*,,,10,11,9.4,10,8.4,4.5,*,,,21,9.6,8.1,72,9.2,6.5,*,*,*
2023,The High School of Fashion Industries,71M600,13,110,34,29,8.8,7.1,81,9.3,6.6,*,,,12,11.6,8.6,10,4.8,3.3,*,,,17,8.8,7.8,67,9.8,6.9,*,*,*
2020,"The High School of Enterprise, Business, and Technology",76K478,5,47,9,25,11.4,8.8,22,13.5,9,*,*,*,9,11.5,9.5,9,11.8,5.6,*,*,*,11,13.6,8.9,14,14.6,12.3,*,*,*
2021,"The High School of Enterprise, Business, and Technology",76K478,5,44,8,25,12.4,9.3,19,12.9,9.4,*,,,9,12.5,10.5,10,11.8,6,*,,,7,11.8,7.7,14,15.6,13.3,*,*,*
2022,"The High School of Enterprise, Business, and Technology",76K478,5,46,9,24,13.6,10.4,22,10.5,8,*,,,9,13.2,12,9,10.1,4.4,*,,,9,10,6.7,14,16.6,14.2,*,*,*
2023,"The High School of Enterprise, Business, and Technology",76K478,4,37,8,16,11.7,9.9,21,10.5,8.3,*,,,8,14.9,12.7,5,3.5,3.5,*,,,9,10.4,6.2,10,15.4,13.8,*,*,*
2020,The Laboratory School of Finance and Technology,07X223,3,51,6,16,4.5,3.5,35,5,3.7,*,*,*,*,,,11,4,3.3,*,*,*,18,4.7,3.1,16,5.9,4.5,*,*,*
2021,The Laboratory School of Finance and Technology,07X223,3,53,6,17,4.5,3.6,36,5.8,4.2,*,,,*,,,12,4.8,3.4,*,,,21,4.9,3.5,15,6.7,5.2,*,*,*
2022,The Laboratory School of Finance and Technology,07X223,5,55,12,16,5.2,4.1,39,6.5,4.7,*,,,*,,,10,5.7,5,*,,,22,5.4,4,18,6.7,5.1,*,*,*
2023,The Laboratory School of Finance and Technology,07X223,4,53,11,19,5.9,4,34,7.5,5.7,*,,,*,,,10,5.9,5.2,*,,,20,6.3,4.7,16,8,6.3,*,*,*
2020,The Maxine Greene HS for Imaginative Inquiry,71M299,2,25,6,10,11.6,6.4,15,8.6,3.1,*,*,*,*,,,6,9.2,2.8,*,*,*,6,13.1,6,10,10.7,5.3,*,*,*
2021,The Maxine Greene HS for Imaginative Inquiry,71M299,2,23,3,10,15.2,7.2,13,8.4,4.5,*,,,*,,,6,11.6,3.7,*,,,5,14.1,7.9,9,12.7,6.7,*,*,*
2022,The Maxine Greene HS for Imaginative Inquiry,71M299,2,16,3,9,16,6.5,7,10.3,5.7,*,,,*,,,5,12.1,4.9,*,,,*,,,7,15.1,6.6,*,*,*
2023,The Maxine Greene HS for Imaginative Inquiry,71M299,2,14,3,7,16.9,8.8,7,11.6,6.1,*,,,*,,,*,,,*,,,5,11.6,6.5,6,18.5,8.1,*,*,*
2020,The Metropolitan Soundview High School,72X521,2,34,7,12,7.1,3.4,22,7.3,3.6,*,*,*,*,,,8,8.8,3.5,*,*,*,9,8.6,3.8,16,6.1,3.6,*,*,*
2021,The Metropolitan Soundview High School,72X521,3,35,8,12,8.4,3.6,23,9.4,4.1,*,,,*,,,9,8.1,3.7,*,,,9,9.6,4.8,16,9.7,3.8,*,*,*
2022,The Metropolitan Soundview High School,72X521,3,36,12,14,6.6,3.6,22,11.1,4.7,*,,,*,,,9,8.7,4.4,*,,,9,8.6,4.5,16,11.2,4.4,*,*,*
2023,The Metropolitan Soundview High School,72X521,2,36,12,15,6.7,3.8,21,9.6,4.5,*,,,*,,,8,9.8,5,*,,,11,7.5,3.8,15,9.2,4.4,*,*,*
2020,The Queens School of Inquiry,25Q252,3,46,7,16,10.7,6.2,30,8.7,5.2,*,*,*,*,,,*,,,*,*,*,5,8.9,7.7,37,10,5.4,*,*,*
2021,The Queens School of Inquiry,25Q252,3,46,7,17,11.6,7.3,29,9.9,6.2,*,,,*,,,*,,,*,,,*,,,38,11.1,6.6,*,*,*
2022,The Queens School of Inquiry,25Q252,3,51,7,19,10.7,6.9,32,9.5,6.3,*,,,*,,,*,,,*,,,6,7.2,6.1,38,11.5,7.2,*,*,*
2023,The Queens School of Inquiry,25Q252,3,50,8,20,10.6,6.9,30,10.6,7.1,*,,,*,,,*,,,*,,,6,8.2,7.2,37,11.9,7.6,*,*,*
2020,The School for Human Rights,73K531,2,22,15,7,17.7,4.4,15,14.3,6,*,*,*,*,,,13,16.8,6.8,*,*,*,*,,,6,14.2,3.5,*,*,*
2021,The School for Human Rights,73K531,2,22,13,8,17.3,4.8,14,13.8,5.5,*,,,*,,,12,16.7,6.3,*,,,*,,,6,14,4,*,*,*
2022,The School for Human Rights,73K531,2,20,11,8,9.6,2.7,12,12.8,3.9,*,,,*,,,12,12.3,4.3,*,,,*,,,6,12.1,2.6,*,*,*
2023,The School for Human Rights,73K531,2,15,10,5,5.2,1.9,10,13.7,4.1,*,,,*,,,11,11.9,4.2,*,,,*,,,*,,,*,*,*
2020,The Urban Assembly Academy of Government and Law,71M305,3,24,7,12,6.2,2.6,12,6.2,3.2,*,*,*,*,,,5,8.7,4,*,*,*,*,,,14,5.1,2,*,*,*
2021,The Urban Assembly Academy of Government and Law,71M305,3,24,7,12,7.4,3.4,12,6.3,3.7,*,,,*,,,5,8.6,4.2,*,,,5,6.3,4.7,14,6.3,2.9,*,*,*
2022,The Urban Assembly Academy of Government and Law,71M305,3,27,8,14,7.2,3.7,13,6.1,3.6,*,,,*,,,6,8.9,4.9,*,,,5,6,4.3,16,6.1,3,*,*,*
2023,The Urban Assembly Academy of Government and Law,71M305,2,24,7,12,8,4.1,12,7.8,4.8,*,,,*,,,6,10.4,5.8,*,,,*,,,15,7,3.8,*,*,*
2020,The Urban Assembly Bronx Academy of Letters,72X551,4,57,16,24,6,3.2,33,6.6,3.3,*,*,*,5,11.1,5,9,5.3,2.5,*,*,*,11,3.9,3.3,29,6,3.3,*,*,*
2021,The Urban Assembly Bronx Academy of Letters,72X551,3,56,16,25,6.8,3.9,31,7.3,4.2,*,,,*,,,9,5.6,2.9,*,,,11,4.9,4.3,29,6.7,4.1,*,*,*
2022,The Urban Assembly Bronx Academy of Letters,72X551,5,53,21,24,7.5,4.7,29,7.3,4.2,*,,,*,,,7,5.3,3.8,*,,,12,5.7,4.5,27,7.2,4.2,*,*,*
2023,The Urban Assembly Bronx Academy of Letters,72X551,4,51,21,25,8.4,5.7,26,6.7,3.9,*,,,*,,,10,4.5,3.4,*,,,10,6.2,5,25,7.8,5.1,*,*,*
2020,The Urban Assembly School for Collaborative Health,73K764,2,29,5,11,5.9,2.3,18,2.6,1.7,*,*,*,*,,,9,2,0.9,*,*,*,*,,,14,5.6,2.5,*,*,*
2021,The Urban Assembly School for Collaborative Health,73K764,2,27,5,9,7.9,3.6,18,3.9,2.4,*,,,*,,,9,4.3,1.8,*,,,*,,,13,6.8,3.5,*,*,*
2022,The Urban Assembly School for Collaborative Health,73K764,2,27,6,8,9.7,4.9,19,4.2,2.9,*,,,*,,,8,5.4,2.8,*,,,*,,,14,7,3.9,*,*,*
2023,The Urban Assembly School for Collaborative Health,73K764,2,26,5,8,10.1,5.3,18,4.8,3.4,*,,,*,,,7,6.8,3.8,*,,,*,,,15,6.9,4,*,*,*
2020,The Urban Assembly School for Emergency Management,71M135,3,23,3,7,6.8,3.9,16,6.4,2.2,*,*,*,*,,,*,,,*,*,*,*,,,12,8.1,3.4,*,*,*
2021,The Urban Assembly School for Emergency Management,71M135,3,23,2,8,7,4.3,15,7.1,2.9,*,,,*,,,*,,,*,,,5,4.9,2.7,11,9,4.4,*,*,*
2022,The Urban Assembly School for Emergency Management,71M135,3,25,4,9,6.4,4.1,16,8.3,3,*,,,*,,,*,,,*,,,8,6.3,2.3,11,9.2,4.4,*,*,*
2023,The Urban Assembly School for Emergency Management,71M135,3,25,4,11,5.9,4.1,14,8.8,3.6,*,,,*,,,*,,,*,,,11,5.9,2.5,12,9.1,5,*,*,*
2020,The Urban Assembly School for Global Commerce,71M157,2,26,6,16,3,1.4,10,4.6,2,*,*,*,*,,,*,,,*,*,*,6,3.2,1,12,3,2,*,*,*
2021,The Urban Assembly School for Global Commerce,71M157,2,25,6,16,4.1,2.2,9,5.6,2.7,*,,,*,,,*,,,*,,,*,,,12,4.1,2.9,*,*,*
2022,The Urban Assembly School for Global Commerce,71M157,3,24,7,13,4.8,3.2,11,5.7,2.3,*,,,*,,,7,3.6,1.7,*,,,5,5.8,1.7,9,5.4,4.4,*,*,*
2023,The Urban Assembly School for Global Commerce,71M157,2,21,5,12,5.1,3.2,9,6.2,1.7,*,,,*,,,*,,,*,,,7,5.3,1.4,7,6.7,3.9,*,*,*
2020,The Urban Assembly School for Green Careers,71M402,2,28,10,12,5.6,3.9,16,3.4,2.2,*,*,*,*,,,*,,,*,*,*,7,6.2,3.3,17,4.2,3.2,*,*,*
2021,The Urban Assembly School for Green Careers,71M402,2,30,7,14,7.5,4.2,16,4,2.5,*,,,*,,,*,,,*,,,7,9.9,3.9,17,5.3,3.8,*,*,*
2022,The Urban Assembly School for Green Careers,71M402,2,29,7,12,9.2,4.2,17,4.4,2.3,*,,,*,,,*,,,*,,,6,9.8,3.4,19,5.5,3.3,*,*,*
2023,The Urban Assembly School for Green Careers,71M402,1,28,6,10,7.9,4,18,3.9,2.1,*,,,*,,,*,,,*,,,*,,,20,4.9,3.1,*,*,*
2020,The Urban Assembly School for Law and Justice,76K483,3,31,8,10,7.6,3.4,21,8.5,4.7,*,*,*,*,,,8,8.9,3.9,*,*,*,*,,,17,8.3,3.8,*,*,*
2021,The Urban Assembly School for Law and Justice,76K483,2,31,8,10,8.6,4.4,21,9.5,5.7,*,,,*,,,8,9.9,4.9,*,,,*,,,17,9.3,4.8,*,*,*
2022,The Urban Assembly School for Law and Justice,76K483,3,28,6,12,6.9,3.7,16,11.3,5.6,*,,,*,,,5,9.1,4.4,*,,,*,,,16,11.3,5,*,*,*
2023,The Urban Assembly School for Law and Justice,76K483,3,29,5,9,6.7,3.5,20,8.8,4.5,*,,,*,,,6,8.6,4.6,*,,,*,,,16,9.3,4,*,*,*
2020,The Urban Assembly School for Media Studies (UAM),71M307,3,28,10,13,6.7,5.6,15,6.5,4.1,*,*,*,*,,,*,,,*,*,*,5,5.8,2.7,19,6,4.5,*,*,*
2021,The Urban Assembly School for Media Studies (UAM),71M307,3,27,9,12,7.8,6.6,15,7.3,5,*,,,*,,,*,,,*,,,*,,,18,7.1,5.7,*,*,*
2022,The Urban Assembly School for Media Studies (UAM),71M307,2,28,10,10,8.5,7.6,18,5.6,3.9,*,,,*,,,*,,,*,,,5,6.3,3.2,17,6.2,4.9,*,*,*
2023,The Urban Assembly School for Media Studies (UAM),71M307,3,30,15,11,9.5,7.9,19,5.6,3.9,*,,,*,,,*,,,*,,,5,7.4,4.3,17,6.8,5.1,*,*,*
2020,The Williamsburg High School of Art and Technology,76K454,2,25,8,12,10.1,6.1,13,8.2,4.3,*,*,*,*,,,9,8.7,5.3,*,*,*,5,10.1,3,9,9.4,6.3,*,*,*
2021,The Williamsburg High School of Art and Technology,76K454,2,24,9,11,9.7,7,13,9.1,5.2,*,,,*,,,9,9.7,6.3,*,,,*,,,9,10.3,7.2,*,*,*
2022,The Williamsburg High School of Art and Technology,76K454,3,30,11,12,9.8,7.3,18,7.8,3.8,*,,,*,,,15,8.9,4.4,*,,,6,5.7,3.8,8,10.8,8,*,*,*
2023,The Williamsburg High School of Art and Technology,76K454,3,30,11,13,9.7,7.5,17,5.9,3.6,*,,,*,,,11,7.3,4.3,*,,,5,6.2,4.2,12,7.9,6.1,*,*,*
2020,The Young Women's Leadership School Astoria,30Q286,2,38,4,9,6.4,5.7,29,7.2,3.6,*,*,*,5,6.5,5.6,*,,,*,*,*,*,,,26,7.5,4.5,*,*,*
2021,The Young Women's Leadership School Astoria,30Q286,2,39,4,10,7.5,6.1,29,7.7,4.2,*,,,*,,,*,,,*,,,*,,,27,8.5,5.3,*,*,*
2022,The Young Women's Leadership School Astoria,30Q286,2,42,10,13,7,5.5,29,8,4.7,*,,,6,7.1,6.2,*,,,*,,,7,5.4,1.9,23,9.4,6.1,*,*,*
2023,The Young Women's Leadership School Astoria,30Q286,3,42,10,12,7.2,5.7,30,9,5.5,*,,,5,9.5,8.5,*,,,*,,,6,7,2.9,23,10.1,6.6,*,*,*
2020,The Young Women's Leadership School of Queens,77Q896,3,34,4,9,7.4,5.4,25,12.9,7.7,*,*,*,*,,,9,15.3,8.1,*,*,*,*,,,18,10.4,6.7,*,*,*
2021,The Young Women's Leadership School of Queens,77Q896,3,33,3,7,8.2,7,26,13.6,8.1,*,,,*,,,11,14.5,7.5,*,,,*,,,15,11.9,8.2,*,*,*
2022,The Young Women's Leadership School of Queens,77Q896,3,34,4,9,9.8,5.3,25,13.4,7.9,*,,,5,10.5,5.1,11,15.2,7.6,*,,,5,7.2,4.4,13,12.9,8.7,*,*,*
2023,The Young Women's Leadership School of Queens,77Q896,3,35,5,7,11.4,7,28,13.5,8.5,*,,,8,9.4,4.8,10,16.8,9.4,*,,,5,8.2,5.4,12,14.4,10.6,*,*,*
2020,Theatre Arts Production Company School,10X225,3,45,14,18,11,7.2,27,7.4,4.9,*,*,*,*,,,8,6.8,2.8,*,*,*,*,,,26,9.3,6.6,*,*,*
2021,Theatre Arts Production Company School,10X225,3,46,15,20,12.4,7.4,26,9.2,5.7,*,,,*,,,10,10.9,2.8,*,,,*,,,25,10.7,7.6,*,*,*
2022,Theatre Arts Production Company School,10X225,4,49,16,18,11.8,7.1,31,9.5,4.7,*,,,*,,,12,10.3,2.8,*,,,6,10.4,4.1,23,11.2,7.5,*,*,*
2023,Theatre Arts Production Company School,10X225,4,53,16,21,11,6.3,32,9.6,4.7,*,,,*,,,12,10.3,3.1,*,,,7,8.4,2.4,26,10.9,6.8,*,*,*
2020,Thomas A. Edison Career and Technical Education High School,77Q620,10,126,37,54,13.9,10.7,72,10.8,8.6,*,*,*,15,7.7,6.2,16,15,12,*,*,*,19,10.4,8.9,71,13.5,10.4,*,*,*
2021,Thomas A. Edison Career and Technical Education High School,77Q620,11,123,36,51,13.9,10.8,72,11.9,9.2,*,,,13,9.4,7.7,16,14.5,11,*,,,19,11.1,9,70,13.9,10.8,*,*,*
2022,Thomas A. Edison Career and Technical Education High School,77Q620,11,126,38,51,13.9,10,75,10.8,8.3,*,,,17,7.9,6.5,17,11.6,7.9,*,,,18,12.1,8.5,69,13.7,10.6,*,*,*
2023,Thomas A. Edison Career and Technical Education High School,77Q620,11,126,35,57,13.4,9.9,69,10.5,8.2,*,,,17,7.7,6.5,15,11.2,8.2,*,,,24,10.6,7.7,65,14.1,10.8,*,*,*
2020,Thurgood Marshall Academy for Learning and Social Change,71M670,2,42,7,14,14.2,7.1,28,13.1,7.4,*,*,*,*,,,26,15.1,7.8,*,*,*,6,13.1,9.7,6,10.5,5.3,*,*,*
2021,Thurgood Marshall Academy for Learning and Social Change,71M670,2,43,8,16,14.6,7.1,27,15.3,7.8,*,,,*,,,26,17.7,7.8,*,,,7,12.2,9.2,6,11.5,6.3,*,*,*
2022,Thurgood Marshall Academy for Learning and Social Change,71M670,3,48,8,18,14.6,7.7,30,14.7,7.5,*,,,*,,,28,17,8,*,,,8,11.6,8.9,10,10.8,5.4,*,*,*
2023,Thurgood Marshall Academy for Learning and Social Change,71M670,3,46,11,18,15.8,7.2,28,15.9,8.5,*,,,*,,,26,17.4,7.9,*,,,5,17.9,13.8,12,10.5,4.9,*,*,*
2020,Tottenville High School,76R455,12,214,101,75,14.4,12.2,139,11.3,8.6,*,*,*,*,,,*,,,*,*,*,24,11.5,8.8,178,12.7,10.2,5,7.5,4.7
2021,Tottenville High School,76R455,11,212,105,73,14.8,12.7,139,11.9,9.3,*,,,*,,,*,,,*,,,23,11.6,9.4,177,13.3,10.8,6,9.2,6.8
2022,Tottenville High School,76R455,13,227,116,79,14.3,11.8,148,11.2,8.8,*,,,5,5.3,3.7,*,,,*,,,22,11.3,8.4,192,12.8,10.3,*,*,*
2023,Tottenville High School,76R455,13,230,130,81,13.6,10.9,149,11.9,9.2,*,,,5,6.3,4.7,*,,,*,,,20,11.4,8.3,195,12.9,10.2,*,*,*
2020,Townsend Harris High School,77Q525,6,63,10,30,12.9,8.2,33,13.1,10.5,*,*,*,9,11.3,10.3,*,,,*,*,*,6,11.3,5.1,44,13.7,9.5,*,*,*
2021,Townsend Harris High School,77Q525,6,67,12,33,13.7,8.4,34,13.5,10.9,*,,,8,13.6,12.6,*,,,*,,,8,12.1,6.7,45,13.9,9.1,*,*,*
2022,Townsend Harris High School,77Q525,6,79,19,34,14.6,8.9,45,12.9,8.9,*,,,8,14.6,13.6,5,12.1,8.7,*,,,12,11.2,5.2,51,14.2,8.8,*,*,*
2023,Townsend Harris High School,77Q525,6,86,19,38,14.5,8.9,48,12.2,8.2,*,,,9,12.4,11,6,11,8.1,*,,,14,10.9,5.3,54,14.1,8.6,*,*,*
2020,Union Square Academy for Health Sciences,71M533,3,30,5,17,5.3,3.2,13,6.1,4.1,*,*,*,7,5.8,3.1,*,,,*,*,*,6,5.8,4.3,13,6.4,3.8,*,*,*
2021,Union Square Academy for Health Sciences,71M533,3,30,6,17,7,4.3,13,7.1,5.1,*,,,6,7.4,4.6,*,,,*,,,6,6.8,5.3,14,8.2,5,*,*,*
2022,Union Square Academy for Health Sciences,71M533,3,31,7,16,7.5,4.7,15,7.3,4.6,*,,,6,7.2,4.4,*,,,*,,,9,5.4,4.4,14,9.3,5.1,*,*,*
2023,Union Square Academy for Health Sciences,71M533,3,34,6,16,7.8,5.3,18,7.2,4.7,*,,,5,7.4,4.9,*,,,*,,,10,5.8,4.9,15,9.9,5.7,*,*,*
2020,University Neighborhood High School,71M448,3,32,12,17,3.9,2.5,15,8.4,5.7,*,*,*,5,10.2,7.7,*,,,*,*,*,*,,,22,5.2,3.3,*,*,*
2021,University Neighborhood High School,71M448,3,33,15,16,6.4,2.9,17,8.8,5.9,*,,,5,11,7.9,*,,,*,,,*,,,21,7.5,4,*,*,*
2022,University Neighborhood High School,71M448,3,39,12,17,7.4,3.2,22,9.9,5.6,*,,,7,11.1,6.4,*,,,*,,,8,9.4,3.9,21,8.1,4.3,*,*,*
2023,University Neighborhood High School,71M448,3,39,11,18,4.8,2.8,21,8.8,5.8,*,,,7,12.2,7.4,*,,,*,,,6,10.4,5.9,21,4.8,3.5,*,*,*
2020,Urban Academy Laboratory High School,71M565,1,15,2,*,,,*,,,*,*,*,*,,,6,18.3,15.2,*,*,*,*,,,7,21.9,20.1,*,*,*
2021,Urban Academy Laboratory High School,71M565,1,15,3,*,,,*,,,*,,,*,,,5,17.3,14.3,*,,,*,,,8,21.8,18.6,*,*,*
2022,Urban Academy Laboratory High School,71M565,1,15,4,*,,,*,,,*,,,*,,,5,18.3,15.2,*,,,*,,,7,25,21.2,*,*,*
2023,Urban Academy Laboratory High School,71M565,1,15,4,*,,,*,,,*,,,*,,,6,16.1,13.6,*,,,*,,,5,23.3,19,*,*,*
2020,Urban Action Academy,73K642,3,15,7,6,11.3,4.3,9,9.4,3,*,*,*,*,,,5,14.1,3.4,*,*,*,*,,,8,9.6,3.8,*,*,*
2021,Urban Action Academy,73K642,3,18,7,8,15.5,4.2,10,13.8,3.7,*,,,*,,,7,17.9,3.4,*,,,*,,,9,14.4,4.4,*,*,*
2022,Urban Action Academy,73K642,3,15,6,8,15,3.6,7,12.3,3.2,*,,,*,,,7,17.9,3.4,*,,,*,,,7,10.5,3,*,*,*
2023,Urban Action Academy,73K642,3,10,5,*,,,*,,,*,,,*,,,5,21.6,4.7,*,,,*,,,5,13,3.1,*,*,*
2020,Urban Assembly Gateway School for Technology,71M507,2,35,7,17,7.1,4.9,18,5.6,3.8,*,*,*,7,6.3,4,6,7.3,5.5,*,*,*,5,3.9,3.2,17,6.8,4.3,*,*,*
2021,Urban Assembly Gateway School for Technology,71M507,2,33,8,16,8.5,5.8,17,5.9,4.1,*,,,6,6.7,4.5,7,7.9,5.6,*,,,*,,,15,8.1,5.2,*,*,*
2022,Urban Assembly Gateway School for Technology,71M507,2,37,7,16,8.6,5.9,21,6.6,4.5,*,,,8,7.9,4.7,7,7,5.2,*,,,5,4,2.9,17,8.5,5.9,*,*,*
2023,Urban Assembly Gateway School for Technology,71M507,2,38,10,19,7.3,4.8,19,7.2,4.8,*,,,6,8.7,5,6,8.1,7,*,,,8,2.4,1.5,18,8.7,5.5,*,*,*
2020,Urban Assembly Maker Academy,71M282,2,33,6,17,5.2,2.4,16,4.2,1.6,*,*,*,*,,,*,,,*,*,*,7,6.3,2.6,16,4.7,2.2,*,*,*
2021,Urban Assembly Maker Academy,71M282,3,36,8,17,4.9,2.9,19,6.1,2.1,*,,,*,,,6,7.7,2.2,*,,,7,6.4,3.5,16,4.6,2.5,*,*,*
2022,Urban Assembly Maker Academy,71M282,4,41,7,17,7,2.6,24,5.2,1.8,*,,,5,5.4,1.1,7,10.1,1.4,*,,,7,6.8,4,19,4.8,2,*,*,*
2023,Urban Assembly Maker Academy,71M282,4,46,7,16,7.6,2.9,30,5.8,2,*,,,5,6.5,2.2,13,8.2,1.7,*,,,7,6.9,4,19,5.1,1.9,*,*,*
2020,Urban Assembly New York Harbor School,71M551,4,39,9,23,9.1,4.5,16,10,4.5,*,*,*,*,,,*,,,*,*,*,*,,,27,9.3,5.1,*,*,*
2021,Urban Assembly New York Harbor School,71M551,4,40,10,23,10,5,17,10.6,5.2,*,,,*,,,*,,,*,,,*,,,28,10,5.5,*,*,*
2022,Urban Assembly New York Harbor School,71M551,4,39,11,25,10.2,5.5,14,12.1,6.2,*,,,*,,,*,,,*,,,5,9.6,3.6,26,10.9,6.2,*,*,*
2023,Urban Assembly New York Harbor School,71M551,4,41,11,25,10.4,5.9,16,12,6,*,,,*,,,*,,,*,,,*,,,27,10.8,6.4,*,*,*
2020,Urban Assembly School for Applied Math and Science,72X241,4,62,8,32,5.1,4.1,30,3.3,2.8,*,*,*,*,,,14,4,3.9,*,*,*,16,3.3,3.2,25,5.2,4,*,*,*
2021,Urban Assembly School for Applied Math and Science,72X241,3,63,11,32,5.9,5.1,30,4.4,3.8,*,,,*,,,13,4.9,4.9,*,,,18,4.2,4.1,25,5.9,5,*,*,*
2022,Urban Assembly School for Applied Math and Science,72X241,3,65,11,32,6.8,5.8,33,4.2,3.7,*,,,*,,,16,4.2,4.1,*,,,19,4.5,4.4,25,6.9,5.7,*,*,*
2023,Urban Assembly School for Applied Math and Science,72X241,4,65,9,30,7.2,6,35,4.8,3.9,*,,,*,,,16,5.6,4.2,*,,,22,4.2,4.1,22,7.7,6.3,*,*,*
2020,Urban Assembly School for Leadership and Empowerment,76K609,3,46,7,7,6.9,3.6,39,7.2,3.5,*,*,*,*,,,*,,,*,*,*,7,4.9,3.3,32,8.2,3.7,*,*,*
2021,Urban Assembly School for Leadership and Empowerment,76K609,3,46,7,8,7.3,4,38,7.8,4.1,*,,,*,,,*,,,*,,,8,5.2,3.8,29,9.3,4.6,*,*,*
2022,Urban Assembly School for Leadership and Empowerment,76K609,4,45,8,9,7.3,4.4,36,8.5,4.4,*,,,*,,,*,,,*,,,7,5.7,4.1,30,9.5,4.7,*,*,*
2023,Urban Assembly School for Leadership and Empowerment,76K609,3,48,9,12,6.8,4.1,36,9.4,5,*,,,*,,,*,,,*,,,11,4.9,3.3,29,10.7,5.6,*,*,*
2020,Urban Assembly School for the Performing Arts,71M369,3,25,8,9,4.5,2.8,16,7.4,3.7,*,*,*,*,,,10,8.1,3.8,*,*,*,*,,,11,6.3,3.4,*,*,*
2021,Urban Assembly School for the Performing Arts,71M369,2,26,10,10,5.1,3.5,16,8.9,4.2,*,,,*,,,11,9.7,4.2,*,,,*,,,10,7.4,4.3,*,*,*
2022,Urban Assembly School for the Performing Arts,71M369,2,28,10,10,6.5,4.1,18,7.2,3.1,*,,,*,,,11,9,3.7,*,,,*,,,10,8,4,*,*,*
2023,Urban Assembly School for the Performing Arts,71M369,2,24,8,9,9.3,4.5,15,8.4,4.3,*,,,*,,,9,9.9,5.3,*,,,*,,,8,9.9,4.9,*,*,*
2020,Urban Assembly School of Business for Young Women,71M316,1,14,3,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,11,7.4,4.6,*,*,*
2021,Urban Assembly School of Business for Young Women,71M316,1,11,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,7.6,5.8,*,*,*
2022,Urban Assembly School of Business for Young Women,71M316,1,12,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,6.7,5,*,*,*
2023,Urban Assembly School of Business for Young Women,71M316,1,9,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,7.7,7,*,*,*
2020,Urban Assembly School of Design and Construction,71M300,2,22,5,9,6.1,4.5,13,5.5,3.9,*,*,*,5,3.9,3.3,5,5.9,3.7,*,*,*,*,,,7,6.8,4.9,*,*,*
2021,Urban Assembly School of Design and Construction,71M300,2,22,8,7,7.2,5.2,15,8.4,4.3,*,,,6,9.9,2.8,5,6.9,4.7,*,,,*,,,5,8.7,6.1,*,*,*
2022,Urban Assembly School of Design and Construction,71M300,2,26,7,11,7.9,3.9,15,8.7,5,*,,,*,,,10,6.6,3.6,*,,,6,8.3,5.6,6,8.2,5.9,*,*,*
2023,Urban Assembly School of Design and Construction,71M300,1,26,6,10,9.2,4.9,16,9.1,5.7,*,,,*,,,10,7.6,4.6,*,,,6,9.4,6.7,6,8.2,5.9,*,*,*
2020,Urban Assembly School of Music and Art,73K350,3,14,3,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,7,5.8,4.4,*,*,*
2021,Urban Assembly School of Music and Art,73K350,3,13,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.4,5.8,*,*,*
2022,Urban Assembly School of Music and Art,73K350,3,12,3,5,11.3,8.5,7,3.9,1.8,*,,,*,,,*,,,*,,,*,,,6,6.4,5.3,*,*,*
2023,Urban Assembly School of Music and Art,73K350,3,10,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,10.3,6.9,*,*,*
2020,Validus Preparatory Academy,72X263,3,25,6,14,5.7,4.1,11,10.5,6.5,*,*,*,*,,,10,9.2,5.2,*,*,*,*,,,8,5.9,5.6,*,*,*
2021,Validus Preparatory Academy,72X263,3,26,8,14,6.4,4.8,12,8.7,6.1,*,,,*,,,11,7.3,4.9,*,,,*,,,8,6.9,6.6,*,*,*
2022,Validus Preparatory Academy,72X263,3,28,9,16,8,5.1,12,9.9,5.5,*,,,*,,,13,8.8,4.6,*,,,5,9,6.7,8,9.4,6.1,*,*,*
2023,Validus Preparatory Academy,72X263,2,24,9,13,10.6,7,11,12.7,6.6,*,,,*,,,12,11.5,5.8,*,,,*,,,7,11.2,7.4,*,*,*
