Year,School Name,School Type,Regents Exam,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Asian%,Black%,Hispanic%,White%
2023,"The High School of Enterprise, Business, and Technology",General Academic,Common Core English,112,65.06,37.47,62.53,33.05,5.36,28.57,66.07,0.0
2022,"The High School of Enterprise, Business, and Technology",General Academic,Common Core Algebra,125,54.56,75.22,24.78,1.62,5.6,24.0,70.4,0.0
2023,"The High School of Enterprise, Business, and Technology",General Academic,Common Core Algebra,165,57.61,64.84,35.16,3.06,0.0,19.39,80.61,0.0
2020,"The High School of Enterprise, Business, and Technology",General Academic,Common Core English,175,65.25,38.83,61.17,38.85,4.0,33.71,62.29,0.0
2020,The High School for Global Citizenship,General Academic,Living Environment,18,54.5,83.3,16.7,0.0,0.0,100.0,0.0,0.0
2020,The High School for Global Citizenship,General Academic,Common Core English,21,68.7,33.3,66.7,52.4,0.0,100.0,0.0,0.0
2022,The High School for Global Citizenship,General Academic,Living Environment,37,58.2,64.89,35.11,0.0,0.0,78.38,21.62,0.0
2022,The High School for Global Citizenship,General Academic,Common Core Algebra,39,65.04,35.91,64.09,23.05,0.0,84.62,15.38,0.0
2023,The High School for Global Citizenship,General Academic,Common Core Algebra,46,74.4,10.9,89.1,15.2,0.0,100.0,0.0,0.0
2023,The High School for Global Citizenship,General Academic,Living Environment,47,68.4,27.7,72.3,10.6,0.0,100.0,0.0,0.0
2023,The High School for Global Citizenship,General Academic,Common Core English,90,65.94,37.82,62.18,25.58,0.0,85.56,14.44,0.0
2022,The High School for Global Citizenship,General Academic,Common Core English,92,59.92,53.24,46.76,13.04,6.52,76.09,17.39,0.0
2022,The High School For Language And Diplomacy,General Academic,Living Environment,10,68.3,30.0,70.0,30.0,0.0,0.0,100.0,0.0
2022,The High School For Language And Diplomacy,General Academic,Common Core Algebra,11,60.0,54.5,45.5,9.1,0.0,0.0,100.0,0.0
2023,The High School For Language And Diplomacy,General Academic,Common Core Algebra,11,63.7,36.4,63.6,0.0,0.0,0.0,100.0,0.0
2020,The High School For Language And Diplomacy,General Academic,Living Environment,19,49.85,89.47,10.53,0.0,0.0,47.37,52.63,0.0
2020,The High School For Language And Diplomacy,General Academic,Common Core Algebra,31,55.59,70.95,29.05,0.0,0.0,38.71,61.29,0.0
2023,The High School For Language And Diplomacy,General Academic,Common Core English,35,71.02,22.88,77.12,37.17,0.0,31.43,68.57,0.0
2020,The High School For Language And Diplomacy,General Academic,Common Core English,44,73.02,22.73,77.27,45.46,15.91,31.82,52.27,0.0
2021,The High School of Fashion Industries,Career Technical,Common Core Algebra,16,65.75,31.24,68.76,6.26,0.0,43.75,56.25,0.0
2021,The High School of Fashion Industries,Career Technical,Living Environment,20,61.5,35.02,64.98,9.98,0.0,40.0,60.0,0.0
2022,The High School of Fashion Industries,Career Technical,Common Core English,79,64.97,34.15,65.85,12.65,0.0,31.65,68.35,0.0
2020,The High School of Fashion Industries,Career Technical,Living Environment,82,57.31,74.39,25.61,3.63,0.0,29.27,70.73,0.0
2020,The High School of Fashion Industries,Career Technical,Common Core Algebra,125,55.45,75.24,24.82,1.62,0.0,36.0,64.0,0.0
2023,The High School of Fashion Industries,Career Technical,Common Core Algebra,284,67.49,38.38,61.62,23.98,3.87,24.3,67.25,4.58
2023,The High School of Fashion Industries,Career Technical,Living Environment,293,67.86,37.9,62.1,21.82,3.75,24.23,65.19,6.83
2022,The High School of Fashion Industries,Career Technical,Living Environment,297,66.92,37.34,62.66,14.49,3.03,31.65,58.25,7.07
2022,The High School of Fashion Industries,Career Technical,Common Core Algebra,307,63.2,47.54,52.46,6.2,2.93,33.55,58.96,4.56
2020,The High School of Fashion Industries,Career Technical,Common Core English,335,80.46,11.33,88.67,63.62,0.0,29.55,62.99,7.46
2023,The High School of Fashion Industries,Career Technical,Common Core English,393,78.31,10.21,89.79,51.63,3.31,29.52,62.6,4.58
2022,The Laboratory School of Finance and Technology,General Academic,Common Core Algebra,28,76.7,3.6,96.4,46.4,0.0,0.0,100.0,0.0
2020,The Laboratory School of Finance and Technology,General Academic,Common Core Algebra,29,73.1,10.3,89.7,13.8,0.0,20.69,79.31,0.0
2023,The Laboratory School of Finance and Technology,General Academic,Common Core Algebra,31,77.6,0.0,100.0,22.6,0.0,0.0,100.0,0.0
2023,The Laboratory School of Finance and Technology,General Academic,Living Environment,60,59.5,63.3,36.7,6.7,0.0,0.0,100.0,0.0
2022,The Laboratory School of Finance and Technology,General Academic,Common Core English,86,70.09,30.2,69.8,39.53,0.0,11.63,88.37,0.0
2023,The Laboratory School of Finance and Technology,General Academic,Common Core English,123,73.5,22.0,78.0,43.1,0.0,0.0,100.0,0.0
2020,The Maxine Greene HS for Imaginative Inquiry,General Academic,Living Environment,10,59.5,70.0,30.0,10.0,0.0,0.0,100.0,0.0
2023,The Maxine Greene HS for Imaginative Inquiry,General Academic,Common Core English,24,67.4,33.3,66.7,16.7,0.0,25.0,75.0,0.0
2023,The Maxine Greene HS for Imaginative Inquiry,General Academic,Common Core Algebra,25,59.0,40.0,60.0,0.0,0.0,0.0,100.0,0.0
2020,The Maxine Greene HS for Imaginative Inquiry,General Academic,Common Core English,26,62.59,42.31,57.69,11.53,0.0,46.15,53.85,0.0
2022,The Maxine Greene HS for Imaginative Inquiry,General Academic,Common Core English,26,67.6,30.75,69.25,26.94,0.0,30.77,69.23,0.0
2023,The Maxine Greene HS for Imaginative Inquiry,General Academic,Living Environment,33,62.17,36.34,63.66,6.03,0.0,30.3,69.7,0.0
2020,The Maxine Greene HS for Imaginative Inquiry,General Academic,Common Core Algebra,70,58.41,64.33,35.67,1.41,0.0,41.43,58.57,0.0
2020,The Metropolitan Soundview High School,General Academic,Living Environment,42,60.7,57.1,42.9,0.0,0.0,33.33,66.67,0.0
2020,The Metropolitan Soundview High School,General Academic,Common Core Algebra,54,58.9,68.5,31.5,0.0,0.0,0.0,100.0,0.0
2023,The Metropolitan Soundview High School,General Academic,Living Environment,65,51.83,78.47,21.53,6.14,0.0,12.31,87.69,0.0
2022,The Metropolitan Soundview High School,General Academic,Living Environment,69,60.71,63.74,36.26,2.86,0.0,24.64,75.36,0.0
2022,The Metropolitan Soundview High School,General Academic,Common Core Algebra,88,56.8,69.3,30.7,3.41,0.0,26.14,73.86,0.0
2022,The Metropolitan Soundview High School,General Academic,Common Core English,101,60.4,46.5,53.5,19.8,0.0,0.0,100.0,0.0
2023,The Metropolitan Soundview High School,General Academic,Common Core Algebra,102,54.33,70.61,29.39,2.94,0.0,20.59,79.41,0.0
2023,The Metropolitan Soundview High School,General Academic,Common Core English,151,64.44,36.45,63.55,21.2,0.0,24.5,75.5,0.0
2020,The Urban Assembly Bronx Academy of Letters,General Academic,Living Environment,38,56.8,73.7,26.3,0.0,0.0,0.0,100.0,0.0
2020,The Urban Assembly Bronx Academy of Letters,General Academic,Common Core Algebra,46,52.4,80.4,19.6,0.0,0.0,0.0,100.0,0.0
2022,The Urban Assembly Bronx Academy of Letters,General Academic,Common Core Algebra,66,48.8,93.9,6.1,0.0,0.0,0.0,100.0,0.0
2022,The Urban Assembly Bronx Academy of Letters,General Academic,Common Core English,73,60.81,52.07,47.93,17.78,0.0,30.14,69.86,0.0
2023,The Urban Assembly Bronx Academy of Letters,General Academic,Common Core English,78,58.29,52.57,47.43,17.93,0.0,35.9,64.1,0.0
2023,The Urban Assembly Bronx Academy of Letters,General Academic,Common Core Algebra,139,47.7,87.75,12.25,0.72,0.0,34.53,65.47,0.0
2023,The Urban Assembly Bronx Academy of Letters,General Academic,Living Environment,170,50.01,82.94,17.06,1.2,0.0,39.41,60.59,0.0
2022,The Urban Assembly Bronx Academy of Letters,General Academic,Living Environment,180,52.57,73.32,26.68,2.24,0.0,35.56,64.44,0.0
2021,The Urban Assembly School for Collaborative Health,Career Technical,Common Core English,11,84.7,0.0,100.0,72.7,0.0,0.0,100.0,0.0
2021,The Urban Assembly School for Collaborative Health,Career Technical,Common Core Algebra,12,69.2,33.3,66.7,8.3,0.0,0.0,100.0,0.0
2020,The Urban Assembly School for Collaborative Health,Career Technical,Living Environment,30,54.91,83.33,16.67,6.69,0.0,30.0,70.0,0.0
2020,The Urban Assembly School for Collaborative Health,Career Technical,Common Core English,44,66.16,34.09,65.91,22.72,15.91,40.91,43.18,0.0
2020,The Urban Assembly School for Collaborative Health,Career Technical,Common Core Algebra,63,55.1,68.23,31.77,0.0,0.0,33.33,66.67,0.0
2022,The Urban Assembly School for Collaborative Health,Career Technical,Living Environment,86,67.97,36.04,63.96,20.9,11.63,29.07,59.3,0.0
2023,The Urban Assembly School for Collaborative Health,Career Technical,Living Environment,100,61.65,57.04,42.96,12.0,8.0,29.0,63.0,0.0
2023,The Urban Assembly School for Collaborative Health,Career Technical,Common Core English,115,62.77,42.57,57.43,13.03,10.43,26.09,63.48,0.0
2022,The Urban Assembly School for Collaborative Health,Career Technical,Common Core English,120,64.47,36.64,63.36,23.31,14.17,25.0,60.83,0.0
2023,The Urban Assembly School for Collaborative Health,Career Technical,Common Core Algebra,129,62.21,47.31,52.69,0.76,6.2,24.81,68.99,0.0
2022,The Urban Assembly School for Collaborative Health,Career Technical,Common Core Algebra,141,61.06,56.77,43.23,4.98,9.93,24.82,65.25,0.0
2020,The Urban Assembly School for Emergency Management,Career Technical,Common Core English,19,66.1,36.8,63.2,26.3,0.0,0.0,100.0,0.0
2020,The Urban Assembly School for Emergency Management,Career Technical,Common Core Algebra,24,58.4,70.8,29.2,0.0,0.0,0.0,100.0,0.0
2023,The Urban Assembly School for Emergency Management,Career Technical,Living Environment,44,59.56,52.27,47.73,9.1,0.0,22.73,77.27,0.0
2022,The Urban Assembly School for Emergency Management,Career Technical,Living Environment,47,60.33,57.47,42.53,6.38,0.0,42.55,57.45,0.0
2022,The Urban Assembly School for Emergency Management,Career Technical,Common Core Algebra,56,59.62,67.87,32.13,0.0,0.0,33.93,66.07,0.0
2022,The Urban Assembly School for Emergency Management,Career Technical,Common Core English,71,67.14,30.97,69.03,36.61,8.45,32.39,59.15,0.0
2023,The Urban Assembly School for Emergency Management,Career Technical,Common Core Algebra,83,61.59,49.38,50.62,4.83,0.0,31.33,68.67,0.0
2023,The Urban Assembly School for Emergency Management,Career Technical,Common Core English,88,70.86,26.13,73.87,32.94,0.0,42.05,57.95,0.0
2022,The Urban Assembly School for Global Commerce,Career Technical,Living Environment,10,54.6,70.0,30.0,10.0,0.0,0.0,100.0,0.0
2023,The Urban Assembly School for Global Commerce,Career Technical,Common Core English,26,76.6,11.5,88.5,46.2,0.0,100.0,0.0,0.0
2020,The Urban Assembly School for Global Commerce,Career Technical,Living Environment,27,54.82,85.17,14.83,7.42,0.0,55.56,44.44,0.0
2023,The Urban Assembly School for Global Commerce,Career Technical,Common Core Algebra,31,61.4,61.3,38.7,0.0,0.0,100.0,0.0,0.0
2022,The Urban Assembly School for Global Commerce,Career Technical,Common Core English,38,60.71,50.01,49.99,28.94,0.0,60.53,39.47,0.0
2022,The Urban Assembly School for Global Commerce,Career Technical,Common Core Algebra,43,59.28,60.46,39.54,9.29,0.0,48.84,51.16,0.0
2023,The Urban Assembly School for Global Commerce,Career Technical,Living Environment,45,59.8,57.8,42.2,8.9,0.0,66.67,33.33,0.0
2020,The Urban Assembly School for Global Commerce,Career Technical,Common Core English,53,69.98,24.52,75.48,35.85,0.0,37.74,62.26,0.0
2020,The Urban Assembly School for Global Commerce,Career Technical,Common Core Algebra,69,53.71,72.49,27.51,0.0,0.0,47.83,52.17,0.0
2020,The Urban Assembly School for Green Careers,Career Technical,Living Environment,17,58.01,64.69,35.31,0.0,0.0,35.29,64.71,0.0
2022,The Urban Assembly School for Green Careers,Career Technical,Common Core Algebra,21,52.0,85.7,14.3,0.0,0.0,0.0,100.0,0.0
2022,The Urban Assembly School for Green Careers,Career Technical,Living Environment,33,56.85,78.79,21.21,3.02,0.0,36.36,63.64,0.0
2023,The Urban Assembly School for Green Careers,Career Technical,Common Core English,44,65.88,40.92,59.08,31.83,0.0,34.09,65.91,0.0
2020,The Urban Assembly School for Green Careers,Career Technical,Common Core English,59,68.86,30.52,69.48,37.3,0.0,28.81,71.19,0.0
2020,The Urban Assembly School for Green Careers,Career Technical,Common Core Algebra,91,53.55,83.54,16.46,0.0,0.0,21.98,71.43,6.59
2023,The Urban Assembly School for Green Careers,Career Technical,Living Environment,115,55.81,68.68,31.32,5.23,0.0,20.87,79.13,0.0
2023,The Urban Assembly School for Green Careers,Career Technical,Common Core Algebra,115,57.51,66.07,33.93,3.49,0.0,22.61,77.39,0.0
2020,The Urban Assembly School for Law and Justice,General Academic,Common Core Algebra,45,61.94,48.87,51.13,0.0,0.0,77.78,22.22,0.0
2023,The Urban Assembly School for Law and Justice,General Academic,Common Core Algebra,70,62.7,51.43,48.57,2.84,0.0,57.14,42.86,0.0
2022,The Urban Assembly School for Law and Justice,General Academic,Living Environment,71,65.29,42.27,57.73,9.86,0.0,61.97,38.03,0.0
2023,The Urban Assembly School for Law and Justice,General Academic,Living Environment,83,64.05,48.23,51.77,18.06,0.0,63.86,36.14,0.0
2022,The Urban Assembly School for Law and Justice,General Academic,Common Core English,100,76.34,18.98,81.02,54.0,0.0,72.0,28.0,0.0
2022,The Urban Assembly School for Law and Justice,General Academic,Common Core Algebra,105,55.9,70.52,29.48,0.0,0.0,65.71,34.29,0.0
2023,The Urban Assembly School for Law and Justice,General Academic,Common Core English,106,74.98,20.73,79.27,42.45,0.0,62.26,37.74,0.0
2020,The Urban Assembly School for Law and Justice,General Academic,Common Core English,108,75.82,18.54,81.46,50.91,0.0,75.93,24.07,0.0
2022,The Williamsburg High School of Art and Technology,General Academic,Common Core Algebra,63,56.02,71.4,28.6,0.0,0.0,34.92,65.08,0.0
2022,The Williamsburg High School of Art and Technology,General Academic,Living Environment,75,70.7,30.67,69.33,26.67,0.0,33.33,66.67,0.0
2020,The Williamsburg High School of Art and Technology,General Academic,Living Environment,82,61.25,52.41,47.59,10.97,0.0,20.73,79.27,0.0
2023,The Williamsburg High School of Art and Technology,General Academic,Living Environment,94,64.28,45.72,54.28,17.02,0.0,24.47,75.53,0.0
2020,The Williamsburg High School of Art and Technology,General Academic,Common Core Algebra,127,66.03,36.26,63.74,7.85,0.0,20.47,72.44,7.09
2020,The Williamsburg High School of Art and Technology,General Academic,Common Core English,159,66.66,37.09,62.91,30.8,0.0,22.64,72.33,5.03
2023,The Williamsburg High School of Art and Technology,General Academic,Common Core Algebra,163,64.91,38.64,61.36,3.67,0.0,23.31,76.69,0.0
2023,The Williamsburg High School of Art and Technology,General Academic,Common Core English,210,60.9,47.16,52.84,22.36,3.33,28.57,64.76,3.33
2020,Theatre Arts Production Company School,General Academic,Living Environment,17,48.2,100.0,0.0,0.0,0.0,0.0,100.0,0.0
2020,Theatre Arts Production Company School,General Academic,Common Core English,31,74.5,16.1,83.9,48.4,0.0,0.0,100.0,0.0
2022,Theatre Arts Production Company School,General Academic,Common Core English,57,69.0,26.3,73.7,35.1,0.0,0.0,100.0,0.0
2020,Theatre Arts Production Company School,General Academic,Common Core Algebra,67,59.56,62.69,37.31,0.0,0.0,26.87,73.13,0.0
2023,Theatre Arts Production Company School,General Academic,Common Core English,89,63.54,50.53,49.47,21.36,0.0,24.72,75.28,0.0
2022,Theatre Arts Production Company School,General Academic,Living Environment,90,61.84,56.63,43.37,6.69,0.0,26.67,73.33,0.0
2023,Theatre Arts Production Company School,General Academic,Living Environment,104,61.63,54.78,45.22,13.47,0.0,25.96,74.04,0.0
2022,Theatre Arts Production Company School,General Academic,Common Core Algebra,107,54.72,76.63,23.37,0.0,0.0,29.91,70.09,0.0
2023,Theatre Arts Production Company School,General Academic,Common Core Algebra,131,57.32,65.65,34.35,3.09,0.0,25.95,74.05,0.0
2020,Thomas A. Edison Career and Technical Education High School,Career Technical,Living Environment,23,51.34,91.31,8.69,4.34,0.0,60.87,39.13,0.0
2020,Thomas A. Edison Career and Technical Education High School,Career Technical,Common Core Algebra,61,62.06,52.48,47.54,11.48,26.23,44.26,29.51,0.0
2020,Thomas A. Edison Career and Technical Education High School,Career Technical,Common Core English,74,59.54,47.33,52.67,18.9,28.38,36.49,35.14,0.0
2022,Thomas A. Edison Career and Technical Education High School,Career Technical,Common Core Algebra,205,67.97,33.66,66.34,20.47,39.02,28.78,26.34,5.85
2022,Thomas A. Edison Career and Technical Education High School,Career Technical,Living Environment,261,77.53,13.8,86.2,56.3,49.81,20.69,26.05,3.45
2023,Thomas A. Edison Career and Technical Education High School,Career Technical,Living Environment,297,70.68,34.35,65.65,32.3,50.84,21.55,23.91,3.7
2023,Thomas A. Edison Career and Technical Education High School,Career Technical,Common Core Algebra,351,67.87,33.88,66.12,11.37,41.03,23.36,31.62,3.99
2022,Thomas A. Edison Career and Technical Education High School,Career Technical,Common Core English,581,82.27,7.07,92.93,71.25,55.77,14.46,25.3,4.48
2023,Thomas A. Edison Career and Technical Education High School,Career Technical,Common Core English,664,78.58,15.49,84.51,59.2,50.45,18.22,28.01,3.31
2020,Thurgood Marshall Academy for Learning and Social Change,General Academic,Common Core Algebra,14,54.1,85.7,14.3,0.0,0.0,100.0,0.0,0.0
2020,Thurgood Marshall Academy for Learning and Social Change,General Academic,Living Environment,27,56.6,77.8,22.2,0.0,0.0,100.0,0.0,0.0
2022,Thurgood Marshall Academy for Learning and Social Change,General Academic,Living Environment,42,60.0,54.8,45.2,0.0,0.0,100.0,0.0,0.0
